codigo_variable,descripcion,modulo_origen,estatus,criterio,razon_detallada
P1083S15,14. Trabajar como requisito dentro de su empleo o actividad económica de independiente?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S16,15. Realizar llamadas o video llamadas (telefonía por Internet)?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S17,16. Publicar o intercambiar opiniones sobre las características y calidad de un bien o servicio?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S18,"17. Subir contenido propio a un sitio web para ser compartido (texto, imágenes, videos, música, audios, fotos, software, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S19,"18. Consulta de información con fines educativos (tareas, trabajos, investigaciones, enciclopedias en línea)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S20,"19. Gestiones médicas (pedir citas, recibir atención, otros trámites)",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S21,"20. Usar herramientas de Inteligencia Artificial (chatbot, diseño, escritura, video)",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S11,21. Otro,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1929,7. ¿Cuál es la principal razón por la que __________ no utiliza internet?:,I - Tecnologías de Información y Comunicación,EXCLUIDA,exclusion_revisada_no_usada_en_analisis,"Razón principal por la que la persona NO usa internet. Variable categórica del universo complementario (no-internautas, P1084 ∈ {4,5}). Aunque inicialmente se incluyó por su potencial valor para política pública de inclusión digital, EXCLUIDA tras revisión por NO haberse incorporado a ninguna etapa analítica del notebook: no es feature en la Sección 3, no se usa en pruebas estadísticas de la Sección 4, ni como feature de clustering ni label de ARI en la Sección 5. Se mantiene la decisión por consistencia entre lo declarado y lo ejecutado: solo se incluyen variables que efectivamente se utilizan en el análisis."
P1082,8. ¿... tiene teléfono celular?,I - Tecnologías de Información y Comunicación,INCLUIDA,insumo_directo_de_feature,"Pregunta filtro binaria '¿tiene teléfono celular?' con datos propios (NO es paraguas; tiene 164k Sí / 57k No). Se usa como insumo directo para construir el feature derivado `hh_tiene_celular_propio` (binario), indicador básico de tenencia de hardware de comunicación. Complementa a `tic_frecuencia_uso_celular` que mide intensidad: tenencia (0/1) vs uso (1-4)."
P1082S1,1. Teléfono celular convencional,I - Tecnologías de Información y Comunicación,INCLUIDA,insumo_directo_de_feature,"Sub-variable: ¿tiene celular convencional? (1=Sí, 2=No, NaN si P1082=2). Universo: quienes tienen al menos un celular. Útil para distinguir el subgrupo 'solo celular convencional' (8.5% de los tenedores) — un perfil digital marcadamente diferente al de smartphone."
P1082S2,2. Teléfono celular inteligente (smartphone),I - Tecnologías de Información y Comunicación,INCLUIDA,insumo_directo_de_feature,"Sub-variable: ¿tiene smartphone? (1=Sí, 2=No, NaN si P1082=2). MARCADOR CRÍTICO DE BRECHA DIGITAL: tener smartphone vs no tenerlo (incluso teniendo celular convencional) es uno de los predictores más fuertes de capacidades digitales en países en desarrollo. Universo: 220k personas (excluyendo quienes no tienen celular). Insumo directo para construir el feature derivado `tic_tiene_smartphone` (binario) que añade una dimensión de hardware al espacio TIC."
P803,9. EL MES PASADO ¿_____ realizó pagos por el servicio de telefonía celular (pospago o prepago)?,I - Tecnologías de Información y Comunicación,EXCLUIDA,filtro_binario_redundante_con_subvariable,"Pregunta filtro binaria '¿pagó por celular el mes pasado?'. EXCLUIDA por redundancia: la información de 'pagó/no pagó' ya está implícita en P803S1 (si NaN → no pagó; si tiene valor → sí pagó). Mantener P803 como variable separada no aporta señal incremental; el universo de P803S1 (y de su versión tratada `P803S1_tratada`) queda definido por la presencia de valor no nulo, sin necesidad del filtro explícito."
P803S1,Valor pagado,I - Tecnologías de Información y Comunicación,EXCLUIDA,exclusion_revisada_gasto_telefonia,"Valor pagado por telefonía celular el mes pasado (pesos). EXCLUIDA tras revisión: el gasto monetario en telefonía es una variable de capacidad económica más que de competencia digital, con distribución extremadamente asimétrica (cola log-normal). La tenencia de smartphone (P1082S2) y la frecuencia de uso (P769) capturan mejor la adopción digital móvil sin las complicaciones del gasto. En cascada, `P803S1_tratada` también se excluye."
P5504,"10. A pesar de no tener teléfono celular, ….. utiliza teléfono celular?",I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Usa celular aunque no tenga (prestado/minutos). No usada.
P5504S1,Teléfono celular convencional,I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"Sub-variable: usa celular convencional aunque no tenga propio. Vinculado a P5504, no usada como feature."
P5504S2,Teléfono celular inteligente (smartphone),I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: usa smartphone aunque no tenga propio. No usada.
P5505,11. ¿Por qué medio(s)…. utiliza el teléfono celular?:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Otra característica del cuestionario con 2 sub-variables. 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P5505S1,1. Un vendedor de minutos,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P5505. No usada como feature.
P5505S2,2. Prestado ocasionalmente por otra persona,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P5505. No usada como feature.
P769,12. ¿Con que frecuencia utiliza ... teléfono celular?,I - Tecnologías de Información y Comunicación,INCLUIDA,insumo_directo_de_feature,Variable cruda usada como insumo directo del pipeline → tic_frecuencia_uso_celular.
P1080,13. Para cuál de las siguientes actividades utiliza … el teléfono celular:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,Cabecera de pregunta de respuesta múltiple (¿qué actividades realiza con el celular?). 100% NaN por diseño relacional; la información real vive en las 6 sub-variables P1080S1..S6 que componen el feature derivado `tic_diversidad_actividades_celular` (a integrar en la fase de código).
P1080S1,1. Llamadas personales o familiares?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'llamadas personales' (82% marca). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P1080S2,2. Llamadas laborales ?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'llamadas laborales' (39% marca). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P1080S3,"3. Mensajes de texto (SMS, mensajería instantánea, chat, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'mensajes (SMS/chat)' (49% marca). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P1080S4,4. Navegación en Internet?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'internet desde celular' (67% marca — solapa parcialmente con P765S4 y tic_frecuencia_uso_internet, pero el rol es como componente del índice, no como predictor independiente). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P1080S5,5. Venta de minutos?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'venta de minutos' (0.2% marca — muy raro pero analíticamente relevante por capturar economía informal). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P1080S6,6. Otras actividades?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_actividades_celular,"Sub-variable binaria (1=realiza esta actividad con el celular, NaN=no marcó) — 'otra actividad' (3.7% marca). Las 6 sub-variables se cuentan para construir el feature derivado `tic_diversidad_actividades_celular` (0-6), análogo a `tic_diversidad_usos_internet` pero específico para el dispositivo celular (mide qué tan polivalente es el uso del móvil)."
P804,14.¿Con que frecuencia escucha ... la señal de radio dentro del hogar?,I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Frecuencia de escucha de radio en el hogar. Tema fuera del scope.
P805,15. Para cuáles de los siguientes servicios o actividades escucha ... la señal de radio:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Actividades de escucha de radio (5 sub-variables). 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P805S1,"1. Entretenimiento (música, deportes, variedades, humor)",I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P805 (actividades de radio). Tema fuera del scope de brecha digital.
P805S2,2. Noticias,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P805 (actividades de radio). Tema fuera del scope de brecha digital.
P805S3,3. Información de interés comunitario,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P805 (actividades de radio). Tema fuera del scope de brecha digital.
P805S4,4. Educación y aprendizaje,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P805 (actividades de radio). Tema fuera del scope de brecha digital.
P805S5,5. Otra,I - Tecnologías de Información y Comunicación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P805 (actividades de radio). Tema fuera del scope de brecha digital.
sexo,Recodificación legible de P6020 (hombre/mujer),Derivada — Paso 2.5,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 2.5 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
grupo_etario,Discretización de P6040 en 5 grupos etarios,Derivada — Paso 2.5,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 2.5 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
etnia_grupo,Colapso de P6080 a 4 categorías étnicas,Derivada — Paso 2.5,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 2.5 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
nivel_educativo_grupo,Colapso de P8587 a 4 niveles (ninguno/primaria/secundaria/superior),Derivada — Paso 2.5,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 2.5 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
zona_establecimiento,Dicotomía urbana/rural a partir de P6223,Derivada — Paso 2.5,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 2.5 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
P6167_tratada,Versión winsorizada al p99 de P6167 (min al establecimiento),Derivada — Paso 2.4,EXCLUIDA,feature_derivado_huerfano_cascada_de_exclusion,"Versión winsorizada al p99 de P6167 (minutos al establecimiento). Al excluir P6167 por decisión revisada (logística educativa fuera del scope analítico), este feature derivado queda sin fuente de datos y se excluye en cascada."
P803S1_tratada,Versión winsorizada al p99 de P803S1 (pago celular en pesos),Derivada — Paso 2.4,EXCLUIDA,feature_derivado_huerfano_cascada_de_exclusion,"Versión winsorizada al p99 de P803S1 (gasto celular). Al excluir P803S1 por decisión revisada (gasto monetario reemplazado por features de adopción más directos), este feature derivado queda huérfano y se excluye en cascada."
hh_edad,Feature: edad en años cumplidos (de P6040),Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_grupo_etario,Feature: grupo etario (de grupo_etario),Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_sexo,Feature: sexo legible (de sexo),Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_etnia_grupo,Feature: etnia colapsada (de etnia_grupo),Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_educacion_max_padres_codigo,"Feature: max(P6087, P6088) — código DANE 1-10",Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_educacion_max_padres_grupo,Feature: max educ padres colapsado a 4 grupos,Derivada — Paso 3.2,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.2 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
hh_indice_bienestar_subjetivo,Feature: promedio 0-10 de P1895-P3175 (6 escalas de satisfacción),Derivada — Paso 3.2,EXCLUIDA,feature_derivado_huerfano_cascada_de_exclusion,"Feature consolidado a partir del promedio de las 6 escalas de satisfacción (P1895, P1896, P1897, P1898, P1899, P3175). Al excluirse esos 6 insumos por decisión revisada, este feature derivado queda sin fuente de datos y se excluye en cascada. Su nivel de información incremental ya era el más bajo entre todos los features (Fisher ratio ≈ 0.014 en el Paso 4.5)."
edu_alfabetizado,Feature: bool (P6160 == 1),Derivada — Paso 3.3,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.3 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
edu_asiste_actualmente,Feature: bool (P8586 == 1),Derivada — Paso 3.3,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.3 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
edu_nivel_grupo,Feature: nivel educativo colapsado (de nivel_educativo_grupo),Derivada — Paso 3.3,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.3 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
edu_gasto_educativo_persona,Feature: suma de P3341S1..P3348S1 por persona,Derivada — Paso 3.3,EXCLUIDA,feature_derivado_huerfano_cascada_de_exclusion,"Feature consolidado a partir de las 8 categorías de gasto educativo (P3341S1..P3348S1). Al excluir esos 8 insumos por decisión revisada (gasto monetario fuera del scope analítico actual), este feature derivado queda sin fuente de datos y se excluye en cascada."
edu_gasto_educativo_hogar_total,Feature: suma del gasto por persona agregado por hogar,Derivada — Paso 3.3,EXCLUIDA,feature_derivado_huerfano_cascada_de_exclusion,"Feature consolidado a partir de las 8 categorías de gasto educativo (P3341S1..P3348S1). Al excluir esos 8 insumos por decisión revisada (gasto monetario fuera del scope analítico actual), este feature derivado queda sin fuente de datos y se excluye en cascada."
tic_indice_habilidades_digitales,Feature: conteo de 1's en P1710S1..S12 (0-12),Derivada — Paso 3.4,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.4 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
tic_diversidad_dispositivos,Feature: conteo de 1's en P765S1..S8 (0-8),Derivada — Paso 3.4,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.4 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
tic_diversidad_usos_internet,Feature: conteo de 1's en P1083S1..S21 (0-21),Derivada — Paso 3.4,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.4 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
tic_frecuencia_uso_celular,"Feature: copia de P769 (1=diaria, 4=menor)",Derivada — Paso 3.4,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.4 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
tic_frecuencia_uso_internet,"Feature: copia de P1084 (1=diaria, 5=no usa)",Derivada — Paso 3.4,INCLUIDA,feature_derivada_en_pipeline_de_preprocesamiento,Columna construida durante el derivada — paso 3.4 a partir de variables crudas. Es uno de los features analíticos utilizados directamente en las Secciones 3-5.
